intervention_id,student_id,intervention_type,semester,triggered_by,completed,outcome_next_semester
INT0011390,STU014096,Advising,Spring 2024,aid gap,True,Graduated
INT0011391,STU014096,Peer Mentoring,Fall 2023,aid gap,True,Enrolled
INT0011392,STU014097,Financial Aid Counseling,Spring 2020,withdrawal risk,True,Graduated
INT0011393,STU014097,Tutoring,Fall 2020,withdrawal risk,True,Withdrew
INT0011394,STU014098,Peer Mentoring,Fall 2023,aid gap,True,Withdrew
INT0011395,STU014098,Advising,Fall 2021,aid gap,True,Enrolled
INT0011396,STU014098,Tutoring,Fall 2021,GPA drop,False,Enrolled
INT0011397,STU014101,AI Guide,Spring 2018,aid gap,False,Withdrew
INT0011398,STU014101,Tutoring,Spring 2018,withdrawal risk,True,Withdrew
INT0011399,STU014102,Financial Aid Counseling,Fall 2019,aid gap,True,Withdrew
INT0011400,STU014108,Advising,Spring 2019,withdrawal risk,True,Graduated
INT0011401,STU014108,AI Guide,Fall 2018,GPA drop,True,Enrolled
INT0011402,STU014108,Tutoring,Fall 2019,aid gap,True,Enrolled
INT0011403,STU014112,AI Guide,Spring 2021,aid gap,False,Withdrew
INT0011404,STU014112,Financial Aid Counseling,Fall 2021,aid gap,False,Withdrew
INT0011405,STU014112,Financial Aid Counseling,Fall 2021,aid gap,True,Withdrew
INT0011406,STU014113,Advising,Fall 2020,GPA drop,False,Withdrew
INT0011407,STU014113,Advising,Fall 2020,gateway course failure,True,Withdrew
INT0011408,STU014114,Peer Mentoring,Fall 2019,gateway course failure,True,Withdrew
INT0011409,STU014114,AI Guide,Fall 2019,aid gap,True,Withdrew
INT0011410,STU014114,Advising,Fall 2019,gateway course failure,True,Withdrew
INT0011411,STU014119,Peer Mentoring,Fall 2021,GPA drop,True,Withdrew
INT0011412,STU014119,Financial Aid Counseling,Spring 2021,gateway course failure,True,Withdrew
INT0011413,STU014121,AI Guide,Fall 2020,withdrawal risk,False,Enrolled
INT0011414,STU014121,Advising,Spring 2020,withdrawal risk,True,Enrolled
INT0011415,STU014121,Tutoring,Spring 2021,aid gap,True,Graduated
INT0011416,STU014126,Tutoring,Fall 2020,gateway course failure,False,Withdrew
INT0011417,STU014127,Financial Aid Counseling,Fall 2020,aid gap,True,Withdrew
INT0011418,STU014127,Peer Mentoring,Spring 2019,withdrawal risk,True,Withdrew
INT0011419,STU014127,Peer Mentoring,Fall 2020,GPA drop,True,Withdrew
INT0011420,STU014131,Tutoring,Spring 2019,gateway course failure,False,Withdrew
INT0011421,STU014131,Financial Aid Counseling,Fall 2019,GPA drop,False,Enrolled
INT0011422,STU014132,Advising,Spring 2022,withdrawal risk,True,Graduated
INT0011423,STU014132,AI Guide,Fall 2022,gateway course failure,False,Withdrew
INT0011424,STU014132,Tutoring,Spring 2020,GPA drop,True,Enrolled
INT0011425,STU014133,Financial Aid Counseling,Spring 2023,aid gap,True,Enrolled
INT0011426,STU014133,Advising,Fall 2023,aid gap,False,Withdrew
INT0011427,STU014133,AI Guide,Spring 2024,GPA drop,True,Enrolled
INT0011428,STU014143,Financial Aid Counseling,Fall 2021,aid gap,False,Enrolled
INT0011429,STU014143,Advising,Fall 2021,GPA drop,True,Enrolled
INT0011430,STU014143,Tutoring,Spring 2021,withdrawal risk,True,Graduated
INT0011431,STU014147,AI Guide,Fall 2019,GPA drop,True,Enrolled
INT0011432,STU014147,Peer Mentoring,Fall 2020,gateway course failure,False,Withdrew
INT0011433,STU014147,Advising,Spring 2019,gateway course failure,True,Withdrew
INT0011434,STU014150,Peer Mentoring,Fall 2020,aid gap,True,Enrolled
INT0011435,STU014153,Financial Aid Counseling,Fall 2023,gateway course failure,False,Enrolled
INT0011436,STU014153,Financial Aid Counseling,Spring 2022,GPA drop,True,Enrolled
INT0011437,STU014153,Peer Mentoring,Fall 2024,GPA drop,False,Withdrew
INT0011438,STU014155,AI Guide,Spring 2019,GPA drop,True,Graduated
INT0011439,STU014155,Advising,Fall 2019,aid gap,True,Enrolled
INT0011440,STU014155,Financial Aid Counseling,Spring 2019,withdrawal risk,True,Graduated
INT0011441,STU014158,Tutoring,Fall 2020,gateway course failure,True,Enrolled
INT0011442,STU014158,Tutoring,Fall 2021,withdrawal risk,True,Withdrew
INT0011443,STU014161,Advising,Spring 2021,gateway course failure,True,Graduated
INT0011444,STU014162,Financial Aid Counseling,Spring 2021,aid gap,True,Enrolled
INT0011445,STU014165,AI Guide,Spring 2020,aid gap,True,Graduated
INT0011446,STU014166,Advising,Fall 2023,GPA drop,True,Withdrew
INT0011447,STU014172,Advising,Fall 2023,aid gap,True,Enrolled
INT0011448,STU014172,Advising,Fall 2023,GPA drop,False,Enrolled
INT0011449,STU014172,Advising,Fall 2020,withdrawal risk,True,Enrolled
INT0011450,STU014173,AI Guide,Fall 2021,gateway course failure,False,Withdrew
INT0011451,STU014173,Tutoring,Fall 2021,withdrawal risk,True,Withdrew
INT0011452,STU014173,Advising,Fall 2021,aid gap,True,Withdrew
INT0011453,STU014178,Financial Aid Counseling,Fall 2022,withdrawal risk,True,Enrolled
INT0011454,STU014178,Financial Aid Counseling,Fall 2024,GPA drop,True,Withdrew
INT0011455,STU014178,Advising,Spring 2025,gateway course failure,False,Graduated
INT0011456,STU014179,Advising,Fall 2020,gateway course failure,True,Enrolled
INT0011457,STU014179,Financial Aid Counseling,Spring 2020,GPA drop,False,Withdrew
INT0011458,STU014179,Financial Aid Counseling,Spring 2020,GPA drop,True,Withdrew
INT0011459,STU014180,Peer Mentoring,Spring 2021,withdrawal risk,False,Withdrew
INT0011460,STU014182,Advising,Spring 2020,GPA drop,True,Graduated
INT0011461,STU014182,Peer Mentoring,Fall 2020,aid gap,True,Withdrew
INT0011462,STU014183,AI Guide,Spring 2022,withdrawal risk,True,Withdrew
INT0011463,STU014188,Advising,Spring 2020,withdrawal risk,True,Graduated
INT0011464,STU014188,Advising,Fall 2020,gateway course failure,False,Enrolled
INT0011465,STU014189,AI Guide,Fall 2022,aid gap,True,Enrolled
INT0011466,STU014189,AI Guide,Spring 2020,withdrawal risk,False,Enrolled
INT0011467,STU014189,Advising,Spring 2021,GPA drop,False,Enrolled
INT0011468,STU014191,AI Guide,Fall 2020,GPA drop,True,Withdrew
INT0011469,STU014191,Peer Mentoring,Fall 2020,withdrawal risk,True,Withdrew
INT0011470,STU014192,Advising,Fall 2020,withdrawal risk,True,Withdrew
INT0011471,STU014195,Tutoring,Fall 2023,GPA drop,False,Withdrew
INT0011472,STU014199,AI Guide,Spring 2022,gateway course failure,True,Enrolled
INT0011473,STU014201,Financial Aid Counseling,Spring 2021,withdrawal risk,True,Graduated
INT0011474,STU014201,Financial Aid Counseling,Spring 2021,withdrawal risk,True,Graduated
INT0011475,STU014201,AI Guide,Spring 2021,gateway course failure,True,Graduated
INT0011476,STU014206,AI Guide,Fall 2022,withdrawal risk,False,Enrolled
INT0011477,STU014209,Financial Aid Counseling,Fall 2022,GPA drop,True,Enrolled
INT0011478,STU014209,AI Guide,Spring 2019,GPA drop,True,Enrolled
INT0011479,STU014209,Tutoring,Fall 2023,GPA drop,True,Enrolled
INT0011480,STU014211,Advising,Fall 2022,GPA drop,True,Enrolled
INT0011481,STU014211,Advising,Spring 2022,aid gap,True,Graduated
INT0011482,STU014212,AI Guide,Fall 2018,withdrawal risk,True,Enrolled
INT0011483,STU014212,Advising,Fall 2018,withdrawal risk,False,Enrolled
INT0011484,STU014212,Peer Mentoring,Spring 2018,gateway course failure,False,Enrolled
INT0011485,STU014213,Tutoring,Fall 2020,gateway course failure,True,Withdrew
INT0011486,STU014214,Financial Aid Counseling,Spring 2021,GPA drop,True,Graduated
INT0011487,STU014214,Tutoring,Fall 2021,gateway course failure,True,Enrolled
INT0011488,STU014215,Advising,Fall 2022,gateway course failure,True,Enrolled
INT0011489,STU014215,Peer Mentoring,Spring 2024,withdrawal risk,True,Graduated
INT0011490,STU014215,Tutoring,Fall 2023,withdrawal risk,True,Enrolled
INT0011491,STU014220,Advising,Spring 2021,withdrawal risk,True,Enrolled
INT0011492,STU014220,AI Guide,Fall 2021,GPA drop,True,Enrolled
INT0011493,STU014222,Peer Mentoring,Fall 2023,withdrawal risk,False,Enrolled
INT0011494,STU014222,AI Guide,Fall 2022,GPA drop,True,Enrolled
INT0011495,STU014222,Tutoring,Spring 2023,aid gap,True,Graduated
INT0011496,STU014223,Tutoring,Spring 2020,aid gap,True,Withdrew
INT0011497,STU014223,Advising,Spring 2020,GPA drop,True,Withdrew
INT0011498,STU014228,AI Guide,Fall 2021,GPA drop,False,Withdrew
INT0011499,STU014230,AI Guide,Fall 2020,GPA drop,True,Withdrew
INT0011500,STU014230,Financial Aid Counseling,Spring 2019,withdrawal risk,True,Enrolled
INT0011501,STU014232,Advising,Spring 2021,gateway course failure,True,Withdrew
INT0011502,STU014235,Tutoring,Fall 2020,gateway course failure,True,Enrolled
INT0011503,STU014235,Advising,Fall 2019,aid gap,True,Enrolled
INT0011504,STU014235,Peer Mentoring,Spring 2019,aid gap,True,Enrolled
INT0011505,STU014237,Financial Aid Counseling,Spring 2022,gateway course failure,True,Enrolled
INT0011506,STU014237,Peer Mentoring,Fall 2021,GPA drop,True,Enrolled
INT0011507,STU014237,Peer Mentoring,Spring 2020,gateway course failure,True,Enrolled
INT0011508,STU014238,AI Guide,Fall 2022,GPA drop,True,Enrolled
INT0011509,STU014238,AI Guide,Fall 2021,GPA drop,False,Enrolled
INT0011510,STU014238,Advising,Spring 2023,gateway course failure,True,Enrolled
INT0011511,STU014242,Peer Mentoring,Spring 2021,aid gap,False,Withdrew
INT0011512,STU014242,Peer Mentoring,Fall 2021,gateway course failure,False,Withdrew
INT0011513,STU014242,Financial Aid Counseling,Spring 2021,aid gap,True,Withdrew
INT0011514,STU014243,Financial Aid Counseling,Spring 2020,withdrawal risk,True,Graduated
INT0011515,STU014246,Tutoring,Spring 2022,gateway course failure,True,Graduated
INT0011516,STU014246,Peer Mentoring,Fall 2021,gateway course failure,True,Enrolled
INT0011517,STU014246,Peer Mentoring,Fall 2022,GPA drop,True,Enrolled
INT0011518,STU014249,Tutoring,Spring 2018,GPA drop,False,Withdrew
INT0011519,STU014252,Peer Mentoring,Fall 2018,aid gap,False,Withdrew
INT0011520,STU014252,Advising,Fall 2018,GPA drop,True,Withdrew
INT0011521,STU014252,AI Guide,Fall 2018,aid gap,True,Withdrew
INT0011522,STU014257,Financial Aid Counseling,Fall 2019,GPA drop,True,Withdrew
INT0011523,STU014257,Peer Mentoring,Fall 2018,GPA drop,False,Enrolled
INT0011524,STU014257,Advising,Spring 2019,withdrawal risk,True,Graduated
INT0011525,STU014258,Advising,Fall 2022,aid gap,True,Enrolled
INT0011526,STU014260,Peer Mentoring,Spring 2023,gateway course failure,True,Enrolled
INT0011527,STU014260,Peer Mentoring,Fall 2023,withdrawal risk,True,Enrolled
INT0011528,STU014261,AI Guide,Spring 2018,withdrawal risk,True,Withdrew
INT0011529,STU014261,Advising,Fall 2018,withdrawal risk,False,Enrolled
INT0011530,STU014261,Advising,Spring 2018,gateway course failure,True,Withdrew
INT0011531,STU014262,Peer Mentoring,Fall 2020,gateway course failure,True,Withdrew
INT0011532,STU014263,Financial Aid Counseling,Fall 2020,GPA drop,True,Withdrew
INT0011533,STU014263,Tutoring,Spring 2020,gateway course failure,True,Withdrew
INT0011534,STU014263,Tutoring,Fall 2020,withdrawal risk,True,Withdrew
INT0011535,STU014265,Financial Aid Counseling,Fall 2019,gateway course failure,True,Withdrew
INT0011536,STU014265,Peer Mentoring,Fall 2019,aid gap,False,Withdrew
INT0011537,STU014265,Advising,Fall 2019,GPA drop,True,Withdrew
INT0011538,STU014269,Advising,Fall 2019,GPA drop,True,Withdrew
INT0011539,STU014269,Tutoring,Spring 2019,withdrawal risk,True,Graduated
INT0011540,STU014271,Advising,Fall 2018,gateway course failure,True,Enrolled
INT0011541,STU014271,Financial Aid Counseling,Fall 2019,gateway course failure,True,Withdrew
INT0011542,STU014271,Advising,Fall 2019,withdrawal risk,True,Withdrew
INT0011543,STU014273,Peer Mentoring,Fall 2022,gateway course failure,True,Enrolled
INT0011544,STU014276,Tutoring,Spring 2019,gateway course failure,False,Withdrew
INT0011545,STU014276,AI Guide,Fall 2020,gateway course failure,True,Withdrew
INT0011546,STU014276,Tutoring,Fall 2020,gateway course failure,True,Withdrew
INT0011547,STU014278,Advising,Spring 2020,GPA drop,True,Withdrew
INT0011548,STU014281,Financial Aid Counseling,Spring 2019,gateway course failure,True,Graduated
INT0011549,STU014281,AI Guide,Spring 2019,aid gap,True,Graduated
INT0011550,STU014281,AI Guide,Spring 2019,gateway course failure,True,Graduated
INT0011551,STU014288,AI Guide,Fall 2020,aid gap,True,Enrolled
INT0011552,STU014288,AI Guide,Spring 2021,gateway course failure,True,Withdrew
INT0011553,STU014288,Financial Aid Counseling,Spring 2021,aid gap,True,Withdrew
INT0011554,STU014294,Tutoring,Spring 2020,GPA drop,True,Withdrew
INT0011555,STU014294,Tutoring,Fall 2020,GPA drop,False,Enrolled
INT0011556,STU014294,Peer Mentoring,Fall 2020,withdrawal risk,True,Enrolled
INT0011557,STU014298,Financial Aid Counseling,Fall 2020,gateway course failure,True,Enrolled
INT0011558,STU014298,Peer Mentoring,Fall 2021,aid gap,True,Withdrew
INT0011559,STU014299,Advising,Fall 2021,withdrawal risk,True,Withdrew
INT0011560,STU014299,Advising,Fall 2021,gateway course failure,True,Withdrew
INT0011561,STU014299,Advising,Spring 2020,aid gap,False,Enrolled
INT0011562,STU014300,Peer Mentoring,Fall 2021,GPA drop,False,Enrolled
INT0011563,STU014300,Tutoring,Fall 2021,withdrawal risk,True,Enrolled
INT0011564,STU014300,Financial Aid Counseling,Fall 2021,GPA drop,True,Enrolled
INT0011565,STU014303,Peer Mentoring,Spring 2022,GPA drop,True,Withdrew
INT0011566,STU014303,Tutoring,Fall 2021,GPA drop,True,Enrolled
INT0011567,STU014303,AI Guide,Fall 2020,gateway course failure,True,Enrolled
INT0011568,STU014304,Advising,Fall 2019,gateway course failure,True,Withdrew
INT0011569,STU014304,AI Guide,Spring 2019,GPA drop,True,Graduated
INT0011570,STU014311,Advising,Spring 2020,aid gap,False,Withdrew
INT0011571,STU014312,Peer Mentoring,Spring 2022,gateway course failure,False,Graduated
INT0011572,STU014321,Financial Aid Counseling,Fall 2022,withdrawal risk,False,Enrolled
INT0011573,STU014324,Tutoring,Fall 2019,withdrawal risk,True,Withdrew
INT0011574,STU014328,AI Guide,Fall 2019,gateway course failure,False,Withdrew
INT0011575,STU014329,Tutoring,Fall 2019,withdrawal risk,True,Enrolled
INT0011576,STU014329,AI Guide,Fall 2021,GPA drop,False,Enrolled
INT0011577,STU014333,Advising,Spring 2020,GPA drop,True,Enrolled
INT0011578,STU014333,AI Guide,Spring 2021,GPA drop,True,Graduated
INT0011579,STU014334,Advising,Fall 2022,withdrawal risk,False,Enrolled
INT0011580,STU014335,Peer Mentoring,Spring 2019,aid gap,False,Graduated
INT0011581,STU014340,Tutoring,Spring 2018,aid gap,True,Graduated
INT0011582,STU014340,AI Guide,Fall 2018,gateway course failure,False,Enrolled
INT0011583,STU014345,Tutoring,Fall 2022,gateway course failure,True,Withdrew
INT0011584,STU014345,Tutoring,Spring 2022,gateway course failure,False,Withdrew
INT0011585,STU014347,Advising,Fall 2022,aid gap,True,Enrolled
INT0011586,STU014347,AI Guide,Fall 2023,withdrawal risk,True,Withdrew
INT0011587,STU014349,Tutoring,Spring 2023,gateway course failure,True,Enrolled
INT0011588,STU014349,Advising,Spring 2024,GPA drop,True,Enrolled
INT0011589,STU014351,Advising,Fall 2022,gateway course failure,False,Enrolled
INT0011590,STU014351,Financial Aid Counseling,Spring 2022,GPA drop,False,Withdrew
INT0011591,STU014352,Tutoring,Fall 2019,GPA drop,True,Withdrew
INT0011592,STU014352,Tutoring,Fall 2019,aid gap,True,Withdrew
INT0011593,STU014352,Tutoring,Fall 2019,withdrawal risk,False,Withdrew
INT0011594,STU014355,Peer Mentoring,Fall 2023,aid gap,False,Enrolled
INT0011595,STU014355,Financial Aid Counseling,Fall 2024,aid gap,False,Withdrew
INT0011596,STU014355,Financial Aid Counseling,Fall 2023,gateway course failure,True,Enrolled
INT0011597,STU014360,AI Guide,Fall 2020,withdrawal risk,False,Withdrew
INT0011598,STU014361,Financial Aid Counseling,Spring 2022,aid gap,True,Withdrew
INT0011599,STU014361,Peer Mentoring,Spring 2022,gateway course failure,True,Withdrew
INT0011600,STU014361,Peer Mentoring,Spring 2022,GPA drop,True,Withdrew
INT0011601,STU014366,Advising,Fall 2022,GPA drop,True,Withdrew
INT0011602,STU014366,Peer Mentoring,Fall 2021,GPA drop,False,Enrolled
INT0011603,STU014366,AI Guide,Fall 2021,aid gap,True,Enrolled
INT0011604,STU014367,Tutoring,Fall 2020,withdrawal risk,True,Enrolled
INT0011605,STU014369,AI Guide,Fall 2019,withdrawal risk,False,Withdrew
INT0011606,STU014371,Peer Mentoring,Fall 2020,GPA drop,True,Withdrew
INT0011607,STU014371,Advising,Fall 2020,withdrawal risk,True,Withdrew
INT0011608,STU014372,Financial Aid Counseling,Fall 2022,GPA drop,True,Enrolled
INT0011609,STU014372,Financial Aid Counseling,Fall 2021,aid gap,True,Enrolled
INT0011610,STU014374,AI Guide,Spring 2022,GPA drop,False,Enrolled
INT0011611,STU014374,Advising,Fall 2023,gateway course failure,True,Enrolled
INT0011612,STU014377,Tutoring,Fall 2022,aid gap,True,Enrolled
INT0011613,STU014378,Tutoring,Fall 2021,GPA drop,True,Withdrew
INT0011614,STU014378,Advising,Fall 2021,gateway course failure,True,Withdrew
INT0011615,STU014378,Peer Mentoring,Fall 2021,GPA drop,True,Withdrew
INT0011616,STU014381,Advising,Fall 2022,gateway course failure,True,Enrolled
INT0011617,STU014383,AI Guide,Fall 2022,GPA drop,False,Enrolled
INT0011618,STU014383,Advising,Fall 2021,gateway course failure,True,Enrolled
INT0011619,STU014383,Advising,Fall 2021,withdrawal risk,False,Enrolled
INT0011620,STU014384,Advising,Fall 2022,GPA drop,True,Withdrew
INT0011621,STU014384,Peer Mentoring,Spring 2021,gateway course failure,True,Enrolled
INT0011622,STU014384,Peer Mentoring,Spring 2022,aid gap,True,Withdrew
INT0011623,STU014387,Peer Mentoring,Fall 2023,gateway course failure,False,Enrolled
INT0011624,STU014390,Peer Mentoring,Fall 2022,GPA drop,False,Withdrew
INT0011625,STU014390,Financial Aid Counseling,Fall 2022,aid gap,True,Withdrew
INT0011626,STU014392,Financial Aid Counseling,Spring 2020,withdrawal risk,True,Enrolled
INT0011627,STU014393,Financial Aid Counseling,Fall 2020,withdrawal risk,True,Enrolled
INT0011628,STU014393,AI Guide,Fall 2020,GPA drop,True,Enrolled
INT0011629,STU014393,Peer Mentoring,Fall 2020,withdrawal risk,True,Enrolled
INT0011630,STU014394,AI Guide,Spring 2019,aid gap,True,Enrolled
INT0011631,STU014397,Financial Aid Counseling,Fall 2024,GPA drop,True,Withdrew
INT0011632,STU014399,Tutoring,Spring 2021,gateway course failure,True,Enrolled
INT0011633,STU014404,Peer Mentoring,Spring 2020,withdrawal risk,True,Enrolled
INT0011634,STU014404,Tutoring,Spring 2021,withdrawal risk,False,Graduated
INT0011635,STU014411,Peer Mentoring,Spring 2020,aid gap,True,Graduated
INT0011636,STU014411,Advising,Fall 2020,GPA drop,True,Enrolled
INT0011637,STU014411,Financial Aid Counseling,Fall 2020,aid gap,True,Enrolled
INT0011638,STU014412,Financial Aid Counseling,Fall 2022,withdrawal risk,True,Enrolled
INT0011639,STU014412,AI Guide,Spring 2021,aid gap,True,Enrolled
INT0011640,STU014412,Peer Mentoring,Spring 2023,gateway course failure,True,Withdrew
INT0011641,STU014414,AI Guide,Fall 2019,aid gap,False,Enrolled
INT0011642,STU014414,AI Guide,Fall 2022,withdrawal risk,True,Withdrew
INT0011643,STU014416,AI Guide,Spring 2020,withdrawal risk,True,Withdrew
INT0011644,STU014416,Peer Mentoring,Fall 2020,gateway course failure,True,Enrolled
INT0011645,STU014416,Peer Mentoring,Fall 2021,gateway course failure,True,Withdrew
INT0011646,STU014420,Financial Aid Counseling,Spring 2018,aid gap,True,Withdrew
INT0011647,STU014420,Advising,Fall 2018,aid gap,True,Withdrew
INT0011648,STU014420,Advising,Fall 2018,gateway course failure,True,Withdrew
